customer_id,total_orders,avg_order_value,last_order_value,days_since_last_purchase,days_between_orders_avg,sku_diversity,return_rate,churned
1287,5,828.49,741.43,17,44.8,3,0.132,0
1288,3,778.97,836.86,34,178.0,3,0.004,0
1289,6,605.87,482.73,115,96.7,6,0.236,0
1290,5,961.82,497.88,38,63.8,5,0.029,0
1291,4,880.65,1158.87,90,181.9,3,0.042,0
1292,5,570.01,679.54,129,34.4,5,0.036,1
1293,4,648.42,505.86,83,66.6,2,0.012,0
1294,2,676.24,480.66,97,296.5,2,0.154,0
1295,5,822.44,839.94,4,51.0,5,0.042,0
1296,4,578.63,586.09,68,80.9,1,0.051,0
1297,5,599.62,697.5,54,138.0,3,0.055,0
1298,4,831.75,776.03,175,49.0,4,0.091,0
1299,4,783.8,964.85,61,147.0,3,0.155,0
1300,2,407.73,390.06,143,107.7,2,0.02,0
1301,1,798.64,992.39,267,365.0,1,0.018,0
1302,5,478.86,461.48,56,39.2,5,0.123,0
1303,4,604.81,500.27,31,149.3,4,0.041,0
1304,2,645.27,596.95,62,39.1,2,0.021,0
1305,4,629.61,711.99,232,103.2,4,0.048,0
1306,4,602.6,645.24,112,38.3,4,0.157,0
1307,6,544.33,550.05,25,6.8,1,0.125,0
1308,3,776.86,614.68,45,157.4,3,0.064,0
1309,5,458.04,452.54,225,96.5,5,0.113,1
1310,2,620.25,539.26,19,51.1,2,0.103,0
1311,4,818.66,707.52,109,170.2,4,0.008,0
1312,5,759.62,910.83,31,133.5,4,0.219,0
1313,4,492.31,416.86,131,109.7,4,0.03,1
1314,3,410.57,342.97,215,175.4,3,0.057,0
1315,2,536.62,570.32,75,270.3,2,0.014,0
1316,7,373.29,304.89,11,56.8,6,0.056,0
1317,3,713.75,634.64,158,87.7,3,0.07,0
1318,5,631.07,874.11,5,97.3,5,0.326,0
1319,4,642.62,621.12,1,95.3,4,0.087,0
1320,5,776.56,881.53,188,64.1,5,0.142,0
1321,3,831.04,1249.1,203,207.4,3,0.121,0
1322,4,735.74,765.1,89,120.0,4,0.116,0
1323,3,666.57,736.52,131,66.4,3,0.004,0
1324,9,594.64,631.81,182,53.2,9,0.126,1
1325,5,647.37,605.25,5,39.0,5,0.142,0
1326,4,731.09,749.5,25,131.6,4,0.104,0
1327,4,838.82,808.84,134,125.4,4,0.034,0
1328,6,491.57,402.02,24,113.7,5,0.073,0
1329,1,530.81,619.26,41,315.1,1,0.085,0
1330,3,699.08,446.09,66,23.3,3,0.07,0
1331,5,383.34,383.92,115,136.9,5,0.048,1
1332,4,742.8,701.31,24,103.4,4,0.096,0
1333,3,858.47,680.56,67,246.6,1,0.007,0
1334,1,1053.76,1185.03,131,365.0,1,0.017,0
1335,3,712.31,566.75,22,150.6,3,0.151,0
1336,3,828.9,761.29,67,17.0,3,0.066,0
1337,4,703.28,805.65,206,148.1,4,0.334,0
1338,5,942.94,579.85,123,40.3,5,0.086,0
1339,5,636.52,773.69,63,51.7,2,0.097,0
1340,4,749.4,743.94,13,64.9,4,0.034,0
1341,3,790.55,741.68,2,25.0,3,0.342,0
1342,6,758.28,549.09,5,21.4,6,0.142,0
1343,5,584.25,594.82,124,133.1,5,0.297,1
1344,3,493.93,496.39,146,123.9,3,0.06,0
1345,2,853.18,946.44,197,112.7,2,0.024,0
1346,3,737.68,668.4,44,167.4,3,0.114,0
1347,4,711.29,572.54,9,74.0,4,0.083,0
1348,4,833.79,886.1,128,127.5,4,0.027,0
1349,4,826.77,731.27,154,32.7,4,0.059,0
1350,8,753.74,829.78,39,70.8,1,0.001,0
1351,3,795.34,631.32,173,217.6,3,0.173,0
1352,2,621.23,719.88,187,266.0,2,0.032,0
1353,4,780.07,1012.54,133,34.4,4,0.013,0
1354,2,464.59,449.12,4,348.7,2,0.052,0
1355,4,702.96,892.59,263,63.0,3,0.158,0
1356,2,812.08,934.46,102,54.8,2,0.222,0
1357,3,592.18,632.03,63,22.9,3,0.092,0
1358,3,721.36,719.42,392,136.3,3,0.143,0
1359,5,745.19,664.08,91,29.8,2,0.1,0
1360,3,566.39,702.07,10,98.1,2,0.099,0
1361,3,869.36,1042.52,207,169.4,3,0.196,0
1362,5,748.05,591.66,13,66.1,5,0.054,0
1363,5,448.61,458.93,120,102.3,5,0.063,1
1364,5,713.61,597.44,49,47.2,3,0.12,0
1365,5,918.07,1005.3,0,52.1,5,0.02,0
1366,5,699.4,804.19,51,25.7,5,0.125,0
1367,2,602.4,414.03,229,317.4,2,0.021,0
1368,4,618.3,607.98,9,20.7,4,0.295,0
1369,4,675.98,733.37,0,100.8,4,0.114,0
1370,1,518.14,527.61,108,314.6,1,0.07,0
1371,4,910.37,1235.11,0,158.5,4,0.219,0
1372,5,838.61,574.79,167,26.8,1,0.004,0
1373,4,861.59,1095.12,179,140.2,4,0.042,0
1374,5,474.47,390.63,89,87.0,5,0.135,0
1375,5,719.28,410.96,1,63.6,4,0.162,0
1376,5,861.72,916.91,75,89.6,1,0.077,0
1377,2,557.97,543.96,160,353.4,2,0.001,0
1378,6,689.16,701.87,70,75.0,6,0.073,0
1379,3,535.08,590.89,72,18.6,3,0.061,0
1380,8,825.09,915.79,116,45.1,6,0.03,0
1381,2,667.8,596.91,65,329.5,2,0.175,0
1382,3,686.13,797.53,142,61.2,3,0.13,0
1383,3,530.71,316.65,74,225.6,1,0.121,0
1384,2,932.2,914.57,379,208.9,1,0.246,0
1385,4,707.64,867.47,99,29.8,4,0.064,0
1386,6,818.73,865.51,69,89.8,4,0.016,0
1387,2,757.61,765.18,100,353.3,2,0.12,0
1388,5,563.64,524.87,42,37.7,5,0.033,0
1389,5,453.82,485.34,14,12.6,5,0.021,0
1390,4,671.29,633.63,32,25.6,2,0.03,0
1391,4,865.97,974.56,41,16.4,4,0.135,0
1392,2,404.57,362.55,24,118.3,2,0.07,0
1393,3,992.23,1294.99,201,228.8,3,0.027,0
1394,5,825.06,915.31,0,64.1,5,0.206,0
1395,2,728.61,992.78,356,266.7,2,0.031,0
1396,6,682.62,629.67,10,89.4,6,0.206,0
1397,6,828.81,1031.77,4,62.5,6,0.186,0
1398,3,516.89,386.09,65,30.8,1,0.118,0
1399,2,766.36,877.03,226,108.4,2,0.09,0
1400,6,746.23,728.96,17,78.0,5,0.175,0
1401,2,969.31,992.41,20,105.7,2,0.066,0
1402,1,645.21,739.33,39,91.3,1,0.011,0
1403,2,706.7,811.76,62,38.6,1,0.051,0
1404,8,690.01,805.73,25,22.4,1,0.143,0
1405,3,622.47,666.27,49,122.3,1,0.028,0
1406,3,921.74,1021.62,199,240.6,3,0.07,0
1407,6,553.8,529.23,176,97.4,6,0.091,1
1408,3,472.35,411.5,274,96.3,1,0.071,0
1409,7,736.59,761.15,52,69.9,1,0.153,0
1410,5,591.29,337.59,25,125.6,5,0.057,0
1411,5,738.12,799.98,72,16.2,2,0.046,0
1412,4,795.01,933.31,210,166.9,3,0.042,0
1413,5,721.92,811.43,2,107.8,5,0.022,0
1414,6,703.6,617.58,193,87.9,3,0.302,0
1415,2,390.73,230.94,36,319.6,1,0.088,0
1416,4,783.93,886.81,38,31.5,1,0.128,0
1417,3,729.43,614.38,54,47.4,3,0.046,0
1418,1,981.13,728.51,441,365.0,1,0.081,0
1419,1,870.58,1035.71,34,365.0,1,0.027,0
1420,3,477.7,348.21,30,141.5,3,0.108,0
1421,3,859.11,829.63,157,188.0,3,0.16,0
1422,5,505.06,684.59,245,46.3,5,0.03,1
1423,4,825.05,714.95,11,15.3,4,0.022,0
1424,3,918.04,722.37,88,123.2,3,0.031,0
1425,3,980.05,1079.48,154,50.7,3,0.082,0
1426,6,640.59,682.49,173,44.4,4,0.062,0
1427,4,805.9,538.77,305,174.4,4,0.094,0
1428,2,851.42,860.38,334,302.5,2,0.026,0
1429,4,770.59,952.17,38,69.6,4,0.013,0
1430,3,449.28,575.08,27,99.4,3,0.057,0
1431,4,723.17,685.49,149,28.0,4,0.194,0
1432,4,785.36,863.23,128,126.8,2,0.011,0
1433,3,699.76,775.63,57,229.3,3,0.387,0
1434,3,571.2,686.37,51,18.0,2,0.01,0
1435,3,669.87,657.7,44,83.8,2,0.012,0
1436,5,835.18,1051.54,78,100.0,4,0.124,0
1437,3,759.03,648.26,31,244.6,3,0.049,0
1438,4,769.82,889.94,84,138.5,4,0.132,0
1439,2,662.71,529.89,217,111.1,2,0.145,0
1440,4,763.97,490.44,151,46.9,4,0.086,0
1441,6,384.04,431.07,85,71.3,6,0.219,0
1442,3,693.39,1103.24,33,197.9,2,0.202,0
1443,2,642.86,684.06,9,284.2,2,0.045,0
1444,4,704.07,674.62,127,137.8,4,0.006,0
1445,4,524.08,654.27,88,20.3,3,0.068,0
1446,6,755.54,688.35,19,5.8,6,0.063,0
1447,5,988.36,639.5,245,84.2,4,0.142,0
1448,3,712.11,846.37,96,189.0,3,0.053,0
1449,4,706.98,926.8,87,176.7,4,0.351,0
1450,4,1076.16,1103.9,36,11.9,4,0.045,0
1451,4,557.87,592.75,217,163.5,4,0.24,1
1452,3,774.24,679.96,138,49.8,3,0.112,0
1453,5,937.06,906.59,113,26.5,1,0.021,0
1454,4,641.45,669.97,10,91.6,4,0.027,0
1455,5,827.93,835.37,7,1.0,4,0.016,0
1456,6,725.02,730.21,50,17.2,2,0.045,0
1457,4,538.81,200.35,15,52.1,2,0.048,0
1458,4,675.35,697.63,41,44.3,4,0.018,0
1459,2,695.23,510.64,27,187.5,2,0.051,0
1460,4,604.61,662.13,38,111.8,4,0.102,0
1461,5,459.01,556.09,49,13.9,5,0.065,0
1462,9,638.21,709.72,83,18.3,8,0.026,0
1463,5,475.74,366.51,13,65.6,4,0.236,0
1464,4,781.25,650.91,113,94.0,2,0.007,0
1465,6,782.38,771.94,2,28.2,2,0.023,0
1466,6,508.79,595.63,328,102.8,3,0.317,1
1467,2,712.3,853.98,109,225.0,2,0.04,0
1468,2,498.39,534.34,87,41.0,2,0.032,0
1469,5,645.72,521.19,24,12.3,5,0.045,0
1470,6,599.68,740.47,48,95.6,3,0.058,0
1471,2,772.03,768.05,107,195.2,2,0.162,0
1472,7,457.1,420.75,77,67.1,7,0.212,0
1473,6,847.46,764.96,3,21.3,6,0.121,0
1474,3,884.16,615.03,50,29.0,3,0.005,0
1475,5,678.37,827.58,44,131.3,5,0.003,0
1476,3,498.18,485.71,19,105.7,3,0.118,0
1477,4,385.99,332.55,28,97.9,4,0.075,0
1478,4,864.29,969.26,27,140.7,3,0.13,0
1479,2,997.59,1154.67,239,227.7,2,0.029,0
1480,6,706.53,461.7,92,87.7,6,0.134,0
1481,4,525.59,688.59,263,141.9,3,0.025,1
1482,3,535.73,773.73,44,180.6,3,0.006,0
1483,6,877.24,895.14,110,12.6,2,0.023,0
1484,1,725.34,760.07,358,365.0,1,0.066,0
1485,2,554.6,820.09,85,365.0,2,0.182,0
1486,4,1044.88,816.51,102,174.7,4,0.062,0
1487,4,856.81,767.42,93,108.5,4,0.202,0
1488,4,782.42,873.38,37,160.1,2,0.021,0
1489,5,616.3,757.77,27,24.7,3,0.11,0
1490,3,885.85,892.59,22,238.5,2,0.15,0
1491,5,832.28,696.86,163,118.5,4,0.046,0
1492,7,684.03,860.25,54,43.5,7,0.102,0
1493,5,863.25,861.92,37,27.4,2,0.153,0
1494,3,856.86,857.1,85,116.7,3,0.023,0
1495,2,741.09,878.91,12,113.9,2,0.333,0
1496,2,527.97,686.96,16,143.3,2,0.003,0
1497,4,546.8,573.01,146,71.5,1,0.096,1
1498,5,462.28,506.5,208,58.9,1,0.091,1
1499,5,898.69,1086.76,34,94.9,5,0.023,0
1500,3,480.88,459.1,63,28.4,3,0.068,0
1501,4,705.12,627.77,48,169.4,4,0.032,0
1502,4,461.36,427.43,67,125.9,3,0.189,0
1503,3,952.55,777.21,64,58.4,3,0.056,0
1504,3,525.62,411.27,58,22.2,3,0.065,0
1505,4,748.42,1080.87,110,56.7,4,0.1,0
1506,9,464.81,381.64,19,32.2,8,0.013,0
1507,8,830.62,875.72,187,74.1,7,0.002,0
1508,4,862.71,847.93,37,105.3,4,0.0,0
1509,4,702.64,850.0,24,127.5,4,0.073,0
1510,5,690.13,706.16,157,31.5,5,0.119,0
1511,4,821.64,1049.57,26,1.0,1,0.03,0
1512,4,608.56,592.81,53,11.7,2,0.173,0
1513,3,863.33,905.69,47,52.6,3,0.091,0
1514,3,744.48,856.28,9,124.9,3,0.02,0
1515,6,464.04,482.53,200,36.4,3,0.158,1
1516,4,977.0,1079.96,48,39.9,4,0.043,0
1517,1,727.6,768.88,186,242.8,1,0.119,0
1518,4,649.27,465.7,86,26.7,4,0.097,0
1519,4,724.81,835.78,82,174.0,4,0.003,0
1520,2,592.24,731.72,179,287.8,2,0.168,0
1521,5,677.07,659.52,62,12.9,5,0.006,0
1522,4,818.4,784.8,49,63.1,4,0.166,0
1523,6,803.15,850.28,79,23.6,4,0.077,0
1524,4,792.95,1101.53,23,23.9,4,0.051,0
1525,5,609.85,575.14,5,25.3,5,0.008,0
1526,5,570.88,641.95,75,13.9,2,0.05,0
1527,4,758.18,731.66,9,116.5,4,0.015,0
1528,2,815.62,913.09,80,246.5,2,0.026,0
1529,6,590.11,439.55,5,70.0,6,0.039,0
1530,3,665.83,904.97,307,218.5,3,0.072,0
1531,2,758.87,814.63,16,168.2,2,0.06,0
1532,2,685.64,647.41,222,212.8,2,0.019,0
1533,2,873.58,829.61,181,325.9,2,0.12,0
1534,9,503.81,531.84,2,18.5,6,0.1,0
1535,5,482.05,675.14,114,137.4,4,0.051,1
1536,3,864.38,1131.74,317,110.9,3,0.134,0
1537,6,792.57,749.95,58,13.0,1,0.24,0
1538,5,713.58,727.02,30,83.3,3,0.043,0
1539,5,649.92,668.69,70,124.2,4,0.028,0
1540,3,770.6,469.78,15,95.3,3,0.133,0
1541,3,728.33,694.76,250,81.7,2,0.027,0
1542,1,744.92,776.22,73,79.1,1,0.103,0
1543,1,689.86,564.61,109,365.0,1,0.131,0
1544,5,780.26,1049.78,46,57.6,5,0.076,0
1545,10,837.75,649.12,1,67.8,7,0.087,0
1546,5,835.59,665.93,3,10.0,5,0.067,0
1547,7,768.59,874.9,59,87.0,7,0.355,0
1548,3,699.45,738.45,83,186.8,1,0.064,0
1549,3,766.68,697.31,487,160.7,1,0.001,0
1550,3,879.26,1056.38,36,105.4,3,0.005,0
1551,4,676.83,709.83,47,33.0,4,0.004,0
1552,6,659.13,902.9,180,36.3,6,0.006,0
1553,4,774.04,498.72,5,37.2,4,0.007,0
1554,3,810.75,726.15,123,100.0,2,0.02,0
1555,4,684.93,911.54,11,101.2,4,0.352,0
1556,1,767.58,841.33,495,365.0,1,0.086,0
1557,3,573.95,561.87,40,149.5,3,0.043,0
1558,4,698.36,642.0,173,156.0,1,0.213,0
1559,6,932.94,998.21,193,77.1,4,0.165,0
1560,2,791.16,610.01,270,343.2,2,0.023,0
1561,2,602.94,429.97,117,69.2,2,0.259,0
1562,6,623.03,693.22,290,67.0,5,0.047,0
1563,3,513.47,601.31,46,15.7,3,0.012,0
1564,2,943.52,1121.07,222,335.2,2,0.074,0
1565,2,550.81,503.52,40,147.1,2,0.156,0
1566,2,320.65,290.57,78,314.1,2,0.012,0
1567,5,489.01,488.69,82,31.8,5,0.154,0
1568,4,707.95,567.28,16,159.1,4,0.003,0
1569,7,592.45,671.12,70,5.6,6,0.009,0
1570,8,719.4,676.8,7,78.2,8,0.001,0
1571,4,751.23,741.22,135,151.4,4,0.007,0
1572,4,606.4,585.13,6,130.3,4,0.022,0
1573,3,562.04,619.83,12,190.9,3,0.226,0
1574,3,836.63,884.51,117,191.0,3,0.022,0
1575,3,744.76,1028.71,72,232.9,3,0.12,0
1576,4,298.59,275.65,0,107.6,4,0.013,0
1577,5,469.42,637.74,45,138.7,1,0.015,0
1578,5,431.08,274.88,25,116.2,1,0.02,0
1579,3,676.08,742.27,246,233.9,3,0.022,0
1580,1,730.42,498.79,221,236.7,1,0.064,0
1581,4,674.28,536.2,137,40.8,3,0.036,0
1582,5,605.74,487.66,271,70.1,5,0.048,0
1583,5,853.29,673.68,111,55.7,5,0.048,0
1584,2,748.07,657.1,25,207.7,2,0.093,0
1585,6,563.18,811.04,221,61.2,2,0.02,1
1586,7,572.93,472.31,8,57.7,6,0.027,0
1587,4,585.67,396.64,22,149.4,4,0.135,0
1588,2,647.89,711.86,48,347.3,2,0.062,0
1589,7,705.28,739.45,13,40.3,1,0.048,0
1590,4,762.01,1099.77,1,40.1,4,0.002,0
1591,2,576.5,571.8,88,308.0,2,0.052,0
1592,4,496.55,269.38,89,29.9,2,0.028,0
1593,4,759.02,694.14,56,40.1,1,0.127,0
1594,4,824.34,750.59,27,79.0,4,0.087,0
1595,3,956.52,720.67,257,130.6,1,0.115,0
1596,6,760.71,675.12,39,116.8,4,0.037,0
1597,6,590.51,572.85,146,89.7,5,0.033,1
1598,5,791.6,781.97,17,20.1,1,0.077,0
1599,3,677.37,490.36,48,17.0,3,0.007,0
1600,3,498.22,558.94,195,151.8,3,0.138,0
1601,4,692.73,919.38,3,61.2,2,0.006,0
1602,5,742.39,784.05,227,50.5,5,0.122,0
1603,4,915.04,1117.51,51,94.9,4,0.128,0
1604,3,710.7,736.47,417,138.7,3,0.083,0
1605,4,577.7,456.79,124,102.0,2,0.11,1
1606,4,416.96,439.56,306,91.4,4,0.141,1
1607,4,515.64,463.81,7,114.1,2,0.038,0
1608,3,554.47,431.44,153,50.1,3,0.19,0
1609,3,949.94,935.1,182,61.5,3,0.011,0
1610,3,671.35,781.51,373,124.6,3,0.001,0
1611,3,686.56,639.79,4,30.9,3,0.001,0
1612,4,865.18,1200.86,8,59.5,4,0.075,0
1613,7,790.4,940.71,47,2.2,7,0.014,0
1614,4,660.69,588.3,4,114.2,4,0.148,0
1615,4,871.97,771.13,1,160.4,2,0.04,0
1616,6,597.4,853.65,63,29.9,6,0.104,0
1617,6,742.55,692.61,60,94.4,5,0.157,0
1618,4,511.71,548.99,97,121.6,4,0.138,1
1619,6,739.03,801.38,1,81.3,4,0.133,0
1620,7,852.66,558.68,50,70.8,7,0.016,0
1621,2,830.7,546.45,48,261.8,2,0.05,0
1622,2,835.32,978.38,203,329.5,2,0.331,0
1623,3,1133.17,895.8,51,223.1,1,0.188,0
1624,4,659.87,661.43,39,16.1,4,0.263,0
1625,3,564.44,393.97,127,122.4,2,0.067,0
1626,7,768.41,717.93,77,90.8,4,0.255,0
1627,6,567.95,592.23,4,76.5,6,0.005,0
1628,4,530.06,311.66,101,73.7,4,0.036,1
1629,2,662.14,669.3,154,222.2,2,0.173,0
1630,2,997.04,1018.83,88,129.7,2,0.09,0
1631,4,803.36,728.08,180,146.0,1,0.212,0
1632,5,757.07,590.45,0,56.8,3,0.113,0
1633,2,449.08,415.26,305,146.6,2,0.102,0
1634,3,606.56,561.05,56,131.5,2,0.222,0
1635,9,914.88,1267.1,54,38.5,7,0.037,0
1636,1,659.5,643.57,6,258.6,1,0.028,0
1637,6,1029.24,933.66,98,101.9,6,0.048,0
1638,3,767.21,748.36,94,120.7,3,0.107,0
1639,3,677.43,734.83,131,44.9,2,0.188,0
1640,5,652.9,703.41,49,62.5,5,0.169,0
1641,4,690.24,752.34,37,3.6,4,0.047,0
1642,4,482.23,540.39,7,153.8,4,0.067,0
1643,2,845.96,598.9,9,330.1,2,0.142,0
1644,7,766.25,845.41,214,30.9,1,0.114,0
1645,7,661.57,685.94,21,53.8,5,0.113,0
1646,5,683.27,598.13,74,12.1,5,0.061,0
1647,7,821.47,838.95,6,64.1,1,0.051,0
1648,3,1004.46,982.38,121,182.2,3,0.085,0
1649,3,929.74,925.87,96,123.9,3,0.058,0
1650,2,727.86,753.24,261,125.5,2,0.234,0
1651,4,576.61,383.07,53,128.7,4,0.271,0
1652,1,470.0,494.73,8,365.0,1,0.144,0
1653,1,718.4,811.86,115,195.8,1,0.062,0
1654,6,582.51,610.92,139,51.3,6,0.026,1
1655,5,723.28,618.39,4,58.5,5,0.023,0
1656,4,743.6,615.23,3,74.3,4,0.062,0
1657,2,807.54,836.97,248,300.6,2,0.073,0
1658,4,524.27,608.48,178,176.6,4,0.083,1
1659,6,566.93,715.31,17,65.3,6,0.01,0
1660,1,652.87,752.74,136,138.2,1,0.067,0
1661,7,739.08,814.71,4,25.7,3,0.004,0
1662,3,730.24,358.9,174,126.4,3,0.087,0
1663,4,1086.71,953.34,37,144.0,4,0.05,0
1664,9,361.11,383.71,15,57.1,4,0.138,0
1665,5,866.54,748.68,101,19.5,4,0.011,0
1666,6,858.81,699.04,194,112.2,6,0.054,0
1667,5,562.71,443.14,3,46.8,5,0.114,0
1668,5,629.15,851.22,13,46.4,5,0.342,0
1669,3,964.24,713.54,35,211.1,3,0.026,0
1670,5,606.68,580.92,206,36.9,4,0.011,0
1671,3,609.17,520.48,251,207.4,1,0.09,0
1672,3,717.99,593.95,131,43.2,3,0.016,0
1673,4,776.85,840.78,48,83.9,4,0.275,0
1674,3,849.63,989.48,31,120.2,1,0.05,0
1675,3,856.1,654.59,25,45.5,3,0.211,0
1676,2,817.28,825.86,307,213.7,2,0.061,0
1677,4,413.8,404.4,27,149.4,3,0.083,0
1678,6,693.8,631.05,60,47.1,5,0.056,0
1679,5,799.73,650.39,36,61.4,5,0.508,0
1680,4,802.71,980.69,71,160.8,4,0.072,0
1681,6,593.5,470.77,33,80.9,4,0.176,0
1682,2,546.6,404.17,49,201.7,2,0.167,0
1683,3,536.27,654.11,66,48.7,3,0.027,0
1684,7,769.83,800.61,29,39.8,5,0.008,0
1685,3,851.09,650.05,219,179.1,2,0.196,0
1686,1,721.28,710.16,102,101.3,1,0.079,0
1687,8,539.51,472.17,12,85.8,6,0.02,0
1688,3,726.94,943.4,32,104.2,3,0.085,0
1689,4,557.22,530.3,5,172.9,1,0.057,0
1690,4,589.45,652.12,36,51.3,4,0.164,0
1691,6,644.71,641.74,88,119.2,6,0.349,0
1692,5,580.22,746.97,18,116.1,5,0.035,0
1693,2,530.47,552.05,15,132.7,2,0.049,0
1694,4,932.41,1148.27,39,98.3,4,0.154,0
1695,2,416.82,461.96,70,34.8,2,0.036,0
1696,3,611.26,543.64,76,44.6,3,0.105,0
1697,4,667.63,667.88,41,117.3,4,0.03,0
1698,2,884.19,846.56,234,128.7,1,0.021,0
1699,4,744.2,658.85,65,163.2,4,0.043,0
1700,4,657.77,516.09,62,163.2,4,0.085,0
1701,4,588.82,748.93,3,21.3,4,0.01,0
1702,4,872.09,512.59,104,104.1,4,0.017,0
1703,6,579.01,733.2,49,80.1,6,0.046,0
1704,6,731.67,535.93,12,96.7,6,0.145,0
1705,3,674.59,747.87,33,165.5,3,0.108,0
1706,3,772.01,681.6,27,33.6,3,0.111,0
1707,6,935.67,623.76,10,119.0,2,0.087,0
1708,5,805.82,990.41,51,69.5,1,0.07,0
1709,7,680.66,354.04,32,58.4,4,0.063,0
1710,4,951.36,1102.84,45,93.0,1,0.164,0
1711,2,936.97,961.32,41,204.6,2,0.028,0
1712,3,870.93,1053.99,68,146.4,1,0.048,0
1713,2,742.31,835.29,114,258.5,2,0.214,0
1714,4,584.33,655.96,97,163.6,2,0.068,1
1715,5,345.09,407.07,22,55.0,5,0.003,0
1716,7,731.72,854.29,93,19.3,7,0.053,0
1717,2,816.1,889.66,3,284.8,2,0.008,0
1718,7,499.43,466.01,99,69.5,7,0.057,1
1719,7,762.32,727.38,23,7.1,4,0.176,0
1720,3,633.18,646.71,55,112.5,3,0.047,0
1721,6,776.54,735.19,69,40.5,6,0.028,0
1722,5,607.52,873.13,84,42.1,5,0.086,0
1723,6,591.09,580.86,43,86.7,6,0.004,0
1724,3,690.84,531.97,333,184.2,3,0.069,0
1725,5,523.54,510.92,175,66.1,5,0.079,1
1726,7,844.23,702.66,18,75.8,6,0.219,0
1727,5,703.04,978.32,80,57.9,5,0.043,0
1728,4,528.31,538.64,131,176.8,4,0.049,1
1729,1,607.66,684.81,44,365.0,1,0.186,0
1730,1,788.53,869.78,3,236.2,1,0.054,0
1731,3,654.78,778.63,98,33.2,3,0.01,0
1732,2,806.49,844.95,457,297.2,2,0.014,0
1733,4,550.73,506.81,39,69.9,4,0.026,0
1734,8,658.04,664.26,17,37.3,8,0.086,0
1735,1,689.17,520.11,30,365.0,1,0.058,0
1736,7,1034.04,1003.06,83,86.6,5,0.139,0
1737,6,590.81,802.78,112,59.1,6,0.099,1
1738,2,793.98,910.73,78,84.9,2,0.168,0
1739,4,770.72,754.34,28,153.0,4,0.134,0
1740,4,962.17,1349.29,61,171.9,4,0.095,0
1741,4,903.94,793.76,74,128.7,3,0.015,0
1742,2,630.62,673.85,90,40.4,2,0.164,0
1743,7,542.6,509.73,42,21.5,6,0.11,0
1744,3,487.64,467.68,0,179.1,3,0.073,0
1745,7,735.4,793.34,45,95.6,2,0.057,0
1746,3,852.07,950.23,51,56.9,3,0.025,0
1747,4,871.57,836.23,83,113.8,2,0.066,0
1748,2,660.84,550.33,10,307.8,2,0.193,0
1749,3,706.66,965.61,253,146.1,3,0.089,0
1750,6,913.91,932.45,166,75.4,6,0.008,0
1751,4,585.52,464.08,85,94.5,4,0.005,0
1752,4,328.7,261.5,110,28.5,4,0.003,1
1753,5,872.98,1220.6,51,19.0,1,0.18,0
1754,3,525.94,785.12,101,30.5,2,0.058,0
1755,1,656.41,700.61,86,89.8,1,0.229,0
1756,4,768.49,674.13,44,135.0,2,0.154,0
1757,5,630.67,672.62,291,109.1,3,0.131,0
1758,8,862.05,809.36,60,81.7,5,0.025,0
1759,5,1100.7,1226.97,419,94.6,5,0.045,0
1760,4,578.94,619.48,58,166.6,4,0.067,0
1761,1,720.08,715.41,5,365.0,1,0.051,0
1762,5,700.75,688.92,32,136.4,5,0.048,0
1763,2,746.92,714.04,151,210.8,1,0.364,0
1764,9,609.49,725.12,144,51.0,9,0.007,0
1765,3,602.47,579.24,114,222.4,3,0.074,0
1766,4,606.02,855.17,65,78.3,3,0.016,0
1767,7,630.78,901.86,6,27.6,3,0.124,0
1768,5,633.15,585.25,14,26.9,2,0.064,0
1769,2,324.22,300.83,7,251.6,1,0.149,0
1770,4,713.29,706.29,127,119.1,4,0.124,0
1771,1,654.82,570.78,294,290.6,1,0.19,0
1772,2,592.23,693.06,25,153.3,2,0.214,0
1773,8,713.96,883.09,25,31.7,7,0.003,0
1774,3,699.18,878.66,78,211.5,3,0.061,0
1775,2,640.35,613.7,22,243.6,2,0.042,0
1776,2,701.32,670.39,77,323.3,2,0.013,0
1777,3,612.72,368.72,36,10.7,3,0.038,0
1778,2,524.65,455.72,182,306.2,2,0.049,0
1779,4,994.16,808.86,18,38.9,4,0.035,0
1780,3,625.61,487.07,12,145.1,3,0.035,0
1781,5,739.83,667.78,53,50.3,2,0.073,0
1782,2,1089.47,1022.54,636,324.3,2,0.03,0
1783,2,637.95,634.79,113,66.3,2,0.071,0
1784,4,769.03,978.14,35,120.9,2,0.038,0
1785,5,1049.0,1293.53,2,119.5,5,0.111,0
1786,5,452.51,350.71,47,56.9,3,0.024,0
1787,3,900.07,977.13,20,189.2,3,0.23,0
1788,2,733.32,616.02,28,66.8,2,0.101,0
1789,4,624.22,642.69,18,158.4,4,0.061,0
1790,3,707.27,892.72,152,169.2,3,0.215,0
1791,3,645.72,582.92,4,127.6,3,0.169,0
1792,2,936.44,751.52,119,70.7,2,0.025,0
1793,7,697.6,704.78,100,45.6,4,0.201,0
1794,1,804.67,1017.14,30,336.2,1,0.088,0
1795,3,620.66,869.58,268,142.8,3,0.121,0
1796,4,743.86,652.2,8,28.8,4,0.021,0
1797,5,642.58,659.49,103,131.4,1,0.034,0
1798,4,487.01,513.84,19,75.8,4,0.134,0
1799,3,896.26,641.48,196,126.2,3,0.088,0
1800,4,752.22,530.15,75,17.3,3,0.026,0
